file_name,text,caption
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_011.wav,苦渋してしまった証の単位なんです。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_012.wav,お腹入ってきます,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_014.wav,ああ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_015.wav,最初はゆっくりですね私の体全部味わってください,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_018.wav,ううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_019.wav,あ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_023.wav,奥まで突っ込まれるの,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_025.wav,おーおーおーおーおーおーおーおーおーおーおー,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_026.wav,ダメダメ気持ちよくなってん声,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_027.wav,ん?,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_031.wav,ううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_032.wav,ああああああ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_033.wav,お兄さん気持ちいいです,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_034.wav,アーアーアーアーアーアーアーアーアーアー,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_037.wav,お願いします,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_038.wav,してくださいお腹の奥子宮が疼いて我慢できない,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_039.wav,お兄さんとキスしたいです,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_040.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_041.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_043.wav,もっと下、下もください,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_044.wav,おわり,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_045.wav,ん,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_046.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_047.wav,貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様貴様,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_048.wav,本人がお兄さんとのキスに夢中になってしまっているので、また分身の出番です。もうお兄さんのことしか…,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_049.wav,見えていませんね 男を手玉にとるサキュバスが肩なしです,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_050.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_051.wav,うっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっうっう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_052.wav,おやすみなさい,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_053.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_054.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_055.wav,ううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_056.wav,お腹がギュンギュンしてます,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_057.wav,わっ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_058.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_059.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_060.wav,あ、気持ちいい、気持ちいいです,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_061.wav,もう死そうになってますよ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_062.wav,さっきバスがあなたにクックして,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_063.wav,ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_064.wav,あうううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_065.wav,うううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_067.wav,あらマセルつないでいっぱいだ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_068.wav,うううううううううううううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_069.wav,うっうっうっうっ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_070.wav,うううううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_071.wav,また言っちゃう?もう言っちゃいますよ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_072.wav,ううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううううう,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_073.wav,いい、取ったかいあ、あ、あ、あ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_074.wav,ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_075.wav,もっとついていっぱい腰,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_076.wav,アハハハハハハハ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_078.wav,だね,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_082.wav,またいっぱいエッチなお汁もらっちゃいましたね。私、,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_083.wav,もうお兄さんのこだねなしじゃ、生きていけないかもしれません……,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_084.wav,だって、もうすべて。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_085.wav,お兄さん専用になっちゃいました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr05_メロメロサキュバスと正常キスハメ♪_086.wav,本気になったサキュバスからは逃げられませんよ。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_001.wav,お兄さん、おかえりなさいませ。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_002.wav,驚きましたか?,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_003.wav,エステはやめちゃいました。これからは。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_004.wav,お兄さん専用のお嫁さんサキュバスになることにしました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_005.wav,じゃあ、さっそく…,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_010.wav,もっと舌を絡ませてください,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_012.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_013.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_014.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_015.wav,いつでもどこでもお兄さんがムラムラしたらすぐエッチしますから,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_016.wav,我慢しないで、たくさんセックスしましょうね。もちろん、分身を使ったエッチでもいいですよ。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_017.wav,この体も、サキュバスの能力も……,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_018.wav,すべてお兄さんのために使います,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_021.wav,ほーら、こっちもいますよ。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_022.wav,お兄さんがして欲しいこと、何でもしちゃいますよ。もちろん、お嫁さんとしてもしっかり尽くします。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_023.wav,キスでも耳なめでもなんでもしてあげますよ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_024.wav,だからお兄さんのこだね汁これからは私だけにください,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_025.wav,ご視聴ありがとうございました,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_026.wav,気持ちよくして,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_027.wav,差し上げますからね,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_028.wav,ごちそうさまでした,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ318876_tr06_押しかけお嫁さんサキュバスの出迎え♪_029.wav,お兄さん、大好きです。お兄さんだけのお嫁さんサキュバス、たっぷり可愛がってください。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr00_タイトルコール_001.wav,ご奉仕メイドのツンデレ欲望エッチ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr00_タイトルコール_002.wav,ご主人様、行ってなんかないんだからね,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr00_タイトルコール_003.wav,cv 青山ゆかり,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_001.wav,お待たせ用意できたわよ,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_002.wav,服脱いで、お風呂場に来てちょうだい。,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_003.wav,もう胸ジロジロ見ないでよこんな際どい水着なんか着させて胸元大きく開いてるし生地薄くて,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_004.wav,乳首くっきり浮き上がってるの,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_005.wav,懐かしいまったくおっぱいにローション塗ってマットプレイしてほしいだなんて,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_006.wav,あんた、どんだけおっぱいが好きなわけ?,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
RJ336994_tr04_ツンデレおっぱいローション・ドキドキ素股・うっかり騎乗位_007.wav,本当ならこんなこと絶対しないんだけど,クールで大人っぽい女性が、ツンデレな口調で少し素っ気なく話している。
